Delito,SubDelito,Fecha,Victima,SubVictima,Edad,Edad,Genero,Nacionalidad,Provincia,Distrito,
ROBO,FORZADURA,2021-06-15,03:00:00 - 05:59:59,EDIFICACION,TIENDA/BOUTIQUE [EDIFICACION],Desconocido,DESCONOCIDO,Desconocido,LIMON,POCOCI,
ROBO,FORZADURA,2021-06-09,00:00:00 - 02:59:59,OTROS,ENTIDADES PUBLICAS NO FINANCIERAS [OTROS],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,MORA,
ROBO,FORZADURA,2021-06-15,18:00:00 - 20:59:59,EDIFICACION,PANADERIA [EDIFICACION],Mayor de edad,HOMBRE,COLOMBIA,ALAJUELA,SAN RAMON,
ROBO,FORZADURA,2021-06-16,06:00:00 - 08:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,DESCONOCIDO,COSTA RICA,CARTAGO,PARAISO,
ROBO,FORZADURA,2021-06-13,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Adulto Mayor,MUJER,COSTA RICA,SAN JOSE,PURISCAL,
ROBO,FORZADURA,2021-06-16,15:00:00 - 17:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,GOICOECHEA,
ROBO,FORZADURA,2021-06-08,06:00:00 - 08:59:59,OTROS,NO DEFINIDO [OTROS],Desconocido,DESCONOCIDO,COSTA RICA,LIMON,GUACIMO,
ROBO,FORZADURA,2021-06-17,12:00:00 - 14:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,GOICOECHEA,
ROBO,FORZADURA,2021-06-16,15:00:00 - 17:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,SANTA BARBARA,
ROBO,OTRO O INDETERMINADO,2021-02-15,00:00:00 - 02:59:59,OTROS,NO DEFINIDO [OTROS],Desconocido,DESCONOCIDO,Desconocido,CARTAGO,JIMENEZ,
ROBO,OTRO O INDETERMINADO,2021-02-17,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,MORAVIA,
ROBO,OTRO O INDETERMINADO,2021-03-03,21:00:00 - 23:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,PUNTARENAS,GARABITO,
ROBO,QUITAN CELOSIAS,2021-04-15,06:00:00 - 08:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,DESCONOCIDO,COSTA RICA,LIMON,GUACIMO,
ROBO,QUITAN CELOSIAS,2021-04-20,12:00:00 - 14:59:59,EDIFICACION,RESTAURANTE/SODA [EDIFICACION],Mayor de edad,DESCONOCIDO,COSTA RICA,CARTAGO,CARTAGO,
ROBO,QUITAN CELOSIAS,2021-05-01,12:00:00 - 14:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,GUANACASTE,LIBERIA,
ROBO,QUITAN CELOSIAS,2021-05-13,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,CORREDORES,
ROBO,QUITAN CELOSIAS,2021-05-13,21:00:00 - 23:59:59,VIVIENDA,NO APLICA [VIVIENDA],Desconocido,MUJER,COSTA RICA,LIMON,TALAMANCA,
ROBO,QUITAN CELOSIAS,2021-05-28,15:00:00 - 17:59:59,EDIFICACION,OTRO O INDETERMINADO [EDIFICACION],Mayor de edad,HOMBRE,COSTA RICA,CARTAGO,OREAMUNO,
ROBO,QUITAN CELOSIAS,2021-06-08,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Desconocido,HOMBRE,COSTA RICA,LIMON,TALAMANCA,
ROBO,QUITAN CELOSIAS,2021-06-18,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,GUANACASTE,BAGACES,
ROBO,RUPTURA VENTANA,2021-01-01,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,PALMARES,
ROBO,RUPTURA VENTANA,2021-01-04,00:00:00 - 02:59:59,EDIFICACION,RESTAURANTE/SODA [EDIFICACION],Mayor de edad,MUJER,NICARAGUA,SAN JOSE,SAN JOSE,
ROBO,RUPTURA VENTANA,2021-01-06,00:00:00 - 02:59:59,EDIFICACION,RESTAURANTE/SODA [EDIFICACION],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
ROBO,RUPTURA VENTANA,2021-01-05,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,PUNTARENAS,BUENOS AIRES,
ROBO,RUPTURA VENTANA,2021-01-08,21:00:00 - 23:59:59,EDIFICACION,RESTAURANTE/SODA [EDIFICACION],Desconocido,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
ROBO,RUPTURA VENTANA,2021-01-15,18:00:00 - 20:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,PEREZ ZELEDON,
ROBO,RUPTURA VENTANA,2021-01-23,12:00:00 - 14:59:59,EDIFICACION,HOTEL/MOTEL/PENSION [EDIFICACION],Mayor de edad,MUJER,COSTA RICA,LIMON,GUACIMO,
ROBO,RUPTURA VENTANA,2021-01-29,18:00:00 - 20:59:59,OTROS,BICICLETA [OTROS],Mayor de edad,MUJER,COSTA RICA,GUANACASTE,LIBERIA,
ROBO,RUPTURA VENTANA,2021-01-29,15:00:00 - 17:59:59,VIVIENDA,NO APLICA [VIVIENDA],Desconocido,HOMBRE,Desconocido,ALAJUELA,RIO CUARTO,
ROBO,RUPTURA VENTANA,2021-02-01,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Adulto Mayor,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
ROBO,RUPTURA VENTANA,2021-02-04,21:00:00 - 23:59:59,EDIFICACION,BODEGA/DEPOSITO/ALMACEN [EDIFICACION],Mayor de edad,HOMBRE,CHINA,SAN JOSE,SAN JOSE,
ROBO,RUPTURA VENTANA,2021-02-13,15:00:00 - 17:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,COSTA RICA,PUNTARENAS,GARABITO,
ROBO,RUPTURA VENTANA,2021-02-08,06:00:00 - 08:59:59,VIVIENDA,NO APLICA [VIVIENDA],Adulto Mayor,MUJER,COSTA RICA,PUNTARENAS,GARABITO,
ROBO,RUPTURA VENTANA,2021-02-20,06:00:00 - 08:59:59,EDIFICACION,OFICINAS/EMPRESA [EDIFICACION],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,BUENOS AIRES,
ROBO,RUPTURA VENTANA,2021-02-18,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SANTA ANA,
ROBO,RUPTURA VENTANA,2021-02-28,00:00:00 - 02:59:59,EDIFICACION,OFICINAS/EMPRESA [EDIFICACION],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
ROBO,RUPTURA VENTANA,2021-03-03,00:00:00 - 02:59:59,EDIFICACION,SERVICIOS SOCIALES [EDIFICACION],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,PEREZ ZELEDON,
ROBO,RUPTURA VENTANA,2021-03-10,06:00:00 - 08:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,ESTADOS UNIDOS,SAN JOSE,PEREZ ZELEDON,
ROBO,RUPTURA VENTANA,2021-03-26,12:00:00 - 14:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,NICARAGUA,ALAJUELA,SAN CARLOS,
ROBO,RUPTURA VENTANA,2021-04-08,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Adulto Mayor,DESCONOCIDO,COSTA RICA,SAN JOSE,PEREZ ZELEDON,
HURTO,POR DESCUIDO,2021-02-05,18:00:00 - 20:59:59,VEHICULO,CARGA LIVIANA/MENSAJERO/COBRADOR [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,GUANACASTE,SANTA CRUZ,
HURTO,POR DESCUIDO,2021-01-31,09:00:00 - 11:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,ALAJUELA,SAN CARLOS,
HURTO,POR DESCUIDO,2021-02-05,15:00:00 - 17:59:59,EDIFICACION,VENTA CELULARES [EDIFICACION],Desconocido,DESCONOCIDO,Desconocido,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2021-02-08,12:00:00 - 14:59:59,VEHICULO,RURAL 4X4 [VEHICULO],Mayor de edad,MUJER,COSTA RICA,ALAJUELA,OROTINA,
HURTO,POR DESCUIDO,2021-02-08,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,ALAJUELA,PALMARES,
HURTO,POR DESCUIDO,2021-02-10,09:00:00 - 11:59:59,PERSONA,PASAJERO DE TRANSPORTE PUBLICO [PERSONA],Mayor de edad,MUJER,FRANCIA,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2021-02-08,09:00:00 - 11:59:59,EDIFICACION,CENTRO EDUCATIVO [EDIFICACION],Desconocido,DESCONOCIDO,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2021-02-08,09:00:00 - 11:59:59,EDIFICACION,CENTRO EDUCATIVO [EDIFICACION],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2021-02-11,06:00:00 - 08:59:59,PERSONA,PASAJERO DE TRANSPORTE PUBLICO [PERSONA],Mayor de edad,HOMBRE,ESTADOS UNIDOS,ALAJUELA,SAN CARLOS,
HURTO,POR DESCUIDO,2021-01-27,00:00:00 - 02:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Adulto Mayor,HOMBRE,COSTA RICA,SAN JOSE,ESCAZU,
HURTO,POR DESCUIDO,2021-02-12,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,LIMON,SIQUIRRES,
HURTO,POR DESCUIDO,2021-02-13,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,NICARAGUA,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2021-02-13,18:00:00 - 20:59:59,VEHICULO,CARGA LIVIANA/REPARTIDOR [VEHICULO],Desconocido,DESCONOCIDO,COSTA RICA,LIMON,SIQUIRRES,
HURTO,POR DESCUIDO,2021-02-13,09:00:00 - 11:59:59,EDIFICACION,RESTAURANTE/SODA [EDIFICACION],Mayor de edad,MUJER,COSTA RICA,ALAJUELA,OROTINA,
HURTO,POR DESCUIDO,2021-02-13,12:00:00 - 14:59:59,EDIFICACION,VETERINARIA [EDIFICACION],Mayor de edad,MUJER,COSTA RICA,ALAJUELA,OROTINA,
HURTO,POR DESCUIDO,2021-02-14,21:00:00 - 23:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,CARTAGO,PARAISO,
HURTO,POR DESCUIDO,2021-02-16,09:00:00 - 11:59:59,PERSONA,USUARIO SERVICIO PUBLICO/PRIVADO [PERSONA],Mayor de edad,MUJER,ESTADOS UNIDOS,PUNTARENAS,PUNTARENAS,
HURTO,POR DESCUIDO,2021-02-15,15:00:00 - 17:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,MUJER,COSTA RICA,PUNTARENAS,PUNTARENAS,
HURTO,POR DESCUIDO,2021-02-13,12:00:00 - 14:59:59,PERSONA,PASAJERO DE TRANSPORTE PUBLICO [PERSONA],Mayor de edad,MUJER,COSTA RICA,HEREDIA,SARAPIQUI,
HURTO,POR DESCUIDO,2021-02-15,09:00:00 - 11:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,GOLFITO,
HURTO,POR DESCUIDO,2021-02-15,18:00:00 - 20:59:59,EDIFICACION,SERVICIOS SOCIALES [EDIFICACION],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2021-02-16,12:00:00 - 14:59:59,EDIFICACION,OTRO O INDETERMINADO [EDIFICACION],Desconocido,DESCONOCIDO,Desconocido,SAN JOSE,SANTA ANA,
HURTO,POR DESCUIDO,2021-02-17,06:00:00 - 08:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,GOICOECHEA,
HURTO,POR DESCUIDO,2021-02-16,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,QUEPOS,
HURTO,POR DESCUIDO,2021-02-17,18:00:00 - 20:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,CARTAGO,LA UNION,
HURTO,POR DESCUIDO,2021-02-18,09:00:00 - 11:59:59,PERSONA,PEATON [PERSONA],Menor de edad,HOMBRE,COSTA RICA,LIMON,LIMON,
HURTO,POR DESCUIDO,2021-02-17,09:00:00 - 11:59:59,VEHICULO,MICROBUS [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,GUANACASTE,LIBERIA,
HURTO,POR DESCUIDO,2021-02-19,12:00:00 - 14:59:59,VEHICULO,CARGA LIVIANA [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,PUNTARENAS,
ROBO,ESCALAMIENTO,2021-05-18,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,DESCONOCIDO,COSTA RICA,ALAJUELA,SAN CARLOS,
ROBO,ESCALAMIENTO,2021-05-19,06:00:00 - 08:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,PEREZ ZELEDON,
ROBO,ESCALAMIENTO,2021-06-01,18:00:00 - 20:59:59,VIVIENDA,NO APLICA [VIVIENDA],Adulto Mayor,DESCONOCIDO,COSTA RICA,SAN JOSE,CURRIDABAT,
ROBO,ESCALAMIENTO,2021-05-28,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,SAN RAMON,
ROBO,ESCALAMIENTO,2021-06-02,03:00:00 - 05:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,ALAJUELA,GRECIA,
ROBO,ESCALAMIENTO,2021-06-04,03:00:00 - 05:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,ALAJUELITA,
ROBO,ESCALAMIENTO,2021-06-05,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,DESCONOCIDO,COSTA RICA,PUNTARENAS,PARRITA,
ROBO,FORZADURA,2021-01-01,09:00:00 - 11:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,DESAMPARADOS,
ROBO,FORZADURA,2021-01-02,15:00:00 - 17:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,LIMON,LIMON,
ROBO,FORZADURA,2021-01-02,21:00:00 - 23:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,VASQUEZ DE CORONADO,
ROBO,FORZADURA,2021-01-07,15:00:00 - 17:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,PEREZ ZELEDON,
ROBO,FORZADURA,2021-01-08,12:00:00 - 14:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,LIMON,MATINA,
ROBO,FORZADURA,2021-01-01,00:00:00 - 02:59:59,EDIFICACION,PANADERIA [EDIFICACION],Mayor de edad,MUJER,Desconocido,GUANACASTE,SANTA CRUZ,
ROBO,FORZADURA,2021-01-10,18:00:00 - 20:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,FLORES,
ROBO,FORZADURA,2021-01-10,12:00:00 - 14:59:59,EDIFICACION,IGLESIA/TEMPLO [EDIFICACION],Desconocido,DESCONOCIDO,Desconocido,SAN JOSE,SAN JOSE,
ROBO,FORZADURA,2021-01-11,09:00:00 - 11:59:59,OTROS,ENTIDADES PUBLICAS NO FINANCIERAS [OTROS],Desconocido,DESCONOCIDO,Desconocido,PUNTARENAS,QUEPOS,
ROBO,FORZADURA,2021-01-11,03:00:00 - 05:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,CANADA,GUANACASTE,NICOYA,
ROBO,FORZADURA,2021-01-15,06:00:00 - 08:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,CARTAGO,LA UNION,
ROBO,FORZADURA,2021-01-16,18:00:00 - 20:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,CARTAGO,TURRIALBA,
ROBO,FORZADURA,2021-01-03,18:00:00 - 20:59:59,VIVIENDA,NO APLICA [VIVIENDA],Adulto Mayor,HOMBRE,COSTA RICA,ALAJUELA,UPALA,
ROBO,FORZADURA,2021-01-14,15:00:00 - 17:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,PUNTARENAS,CORREDORES,
ROBO,FORZADURA,2021-01-15,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,PUNTARENAS,
ROBO,FORZADURA,2021-01-20,12:00:00 - 14:59:59,OTROS,ENTIDADES COMERCIALES Y FINANCIERAS [OTROS],Desconocido,DESCONOCIDO,Desconocido,LIMON,POCOCI,
ROBO,FORZADURA,2021-01-21,06:00:00 - 08:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,ESCAZU,
ROBO,FORZADURA,2021-01-22,03:00:00 - 05:59:59,EDIFICACION,BANCO [EDIFICACION],Mayor de edad,MUJER,COSTA RICA,HEREDIA,HEREDIA,
ROBO,FORZADURA,2021-01-22,18:00:00 - 20:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,LIMON,LIMON,
ROBO,FORZADURA,2021-01-22,18:00:00 - 20:59:59,EDIFICACION,CENTRO EDUCATIVO [EDIFICACION],Mayor de edad,MUJER,COSTA RICA,PUNTARENAS,ESPARZA,
ROBO,FORZADURA,2021-01-23,03:00:00 - 05:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,GUANACASTE,SANTA CRUZ,
ROBO,FORZADURA,2021-01-19,12:00:00 - 14:59:59,OTROS,ENTIDADES PUBLICAS NO FINANCIERAS [OTROS],Desconocido,DESCONOCIDO,Desconocido,SAN JOSE,DESAMPARADOS,
ROBO,OTRO O INDETERMINADO,2021-03-02,09:00:00 - 11:59:59,OTROS,NO DEFINIDO [OTROS],Desconocido,DESCONOCIDO,Desconocido,CARTAGO,TURRIALBA,
ROBO,OTRO O INDETERMINADO,2021-03-04,06:00:00 - 08:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,CARTAGO,ALVARADO,
ROBO,OTRO O INDETERMINADO,2021-03-10,12:00:00 - 14:59:59,OTROS,NO DEFINIDO [OTROS],Desconocido,DESCONOCIDO,COSTA RICA,CARTAGO,JIMENEZ,
ROBO,OTRO O INDETERMINADO,2021-03-13,09:00:00 - 11:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Adulto Mayor,HOMBRE,COSTA RICA,CARTAGO,EL GUARCO,
ROBO,OTRO O INDETERMINADO,2021-03-25,15:00:00 - 17:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,MORAVIA,
ROBO,OTRO O INDETERMINADO,2021-04-01,12:00:00 - 14:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,MUJER,COSTA RICA,CARTAGO,OREAMUNO,
ROBO,OTRO O INDETERMINADO,2021-04-08,03:00:00 - 05:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,PUNTARENAS,GARABITO,
ROBO,OTRO O INDETERMINADO,2021-04-15,18:00:00 - 20:59:59,EDIFICACION,OTRO O INDETERMINADO [EDIFICACION],Mayor de edad,HOMBRE,COSTA RICA,CARTAGO,PARAISO,
ROBO,OTRO O INDETERMINADO,2021-04-27,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,CARTAGO,CARTAGO,
ROBO,OTRO O INDETERMINADO,2021-04-22,15:00:00 - 17:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,DESCONOCIDO,COSTA RICA,CARTAGO,CARTAGO,
ROBO,OTRO O INDETERMINADO,2021-04-30,15:00:00 - 17:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,SAN RAMON,
ROBO,OTRO O INDETERMINADO,2021-05-01,00:00:00 - 02:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,COSTA RICA,PUNTARENAS,PUNTARENAS,
ROBO,OTRO O INDETERMINADO,2021-05-15,12:00:00 - 14:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,CARTAGO,PARAISO,
ROBO,OTRO O INDETERMINADO,2021-05-19,03:00:00 - 05:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Adulto Mayor,DESCONOCIDO,COSTA RICA,CARTAGO,CARTAGO,
ROBO,OTRO O INDETERMINADO,2021-05-08,00:00:00 - 02:59:59,EDIFICACION,PULPERIA/ABASTECEDOR/MINISUPER/EXPENDIO CARNE [EDIFICACION],Mayor de edad,HOMBRE,COSTA RICA,CARTAGO,CARTAGO,
ROBO,OTRO O INDETERMINADO,2021-05-25,03:00:00 - 05:59:59,EDIFICACION,RESTAURANTE/SODA [EDIFICACION],Mayor de edad,HOMBRE,COSTA RICA,CARTAGO,CARTAGO,
ROBO,OTRO O INDETERMINADO,2021-05-25,00:00:00 - 02:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,CARTAGO,EL GUARCO,
ROBO,OTRO O INDETERMINADO,2021-06-10,00:00:00 - 02:59:59,OTROS,NO DEFINIDO [OTROS],Desconocido,MUJER,Desconocido,HEREDIA,SARAPIQUI,
ROBO,OTRO O INDETERMINADO,2021-06-13,00:00:00 - 02:59:59,OTROS,NO DEFINIDO [OTROS],Mayor de edad,HOMBRE,COSTA RICA,CARTAGO,CARTAGO,
ROBO,OTRO O INDETERMINADO,2021-06-11,06:00:00 - 08:59:59,VEHICULO,MOTOCICLETA [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,GARABITO,
ROBO,QUITAN CELOSIAS,2021-01-16,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,PEREZ ZELEDON,
ROBO,QUITAN CELOSIAS,2021-01-22,18:00:00 - 20:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,CARTAGO,PARAISO,
ROBO,QUITAN CELOSIAS,2021-01-29,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,DOTA,
ROBO,QUITAN CELOSIAS,2021-02-04,03:00:00 - 05:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,PALMARES,
ROBO,QUITAN CELOSIAS,2021-02-11,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Adulto Mayor,MUJER,COSTA RICA,GUANACASTE,LIBERIA,
ROBO,QUITAN CELOSIAS,2021-02-24,03:00:00 - 05:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,PUNTARENAS,CORREDORES,
ROBO,QUITAN CELOSIAS,2021-02-24,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,ESTADOS UNIDOS,GUANACASTE,SANTA CRUZ,
ROBO,QUITAN CELOSIAS,2021-03-05,21:00:00 - 23:59:59,OTROS,BICICLETA [OTROS],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,SARCH&#205,
HURTO,POR DESCUIDO,2021-02-18,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,ALAJUELA,LOS CHILES,
HURTO,POR DESCUIDO,2021-02-14,09:00:00 - 11:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SANTA ANA,
HURTO,POR DESCUIDO,2021-02-15,21:00:00 - 23:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SANTA ANA,
HURTO,POR DESCUIDO,2021-02-20,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,BUENOS AIRES,
HURTO,POR DESCUIDO,2021-02-22,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,OSA,
HURTO,POR DESCUIDO,2021-02-22,15:00:00 - 17:59:59,OTROS,BICICLETA [OTROS],Mayor de edad,MUJER,COSTA RICA,CARTAGO,TURRIALBA,
HURTO,POR DESCUIDO,2021-02-21,21:00:00 - 23:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,PURISCAL,
HURTO,POR DESCUIDO,2021-02-16,15:00:00 - 17:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2021-02-23,03:00:00 - 05:59:59,EDIFICACION,OTRO O INDETERMINADO [EDIFICACION],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,GOLFITO,
HURTO,POR DESCUIDO,2021-02-15,06:00:00 - 08:59:59,EDIFICACION,SUPER MERCADO [EDIFICACION],Desconocido,DESCONOCIDO,Desconocido,LIMON,GUACIMO,
HURTO,POR DESCUIDO,2021-02-24,12:00:00 - 14:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,CARTAGO,CARTAGO,
HURTO,POR DESCUIDO,2021-02-25,12:00:00 - 14:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,SANTO DOMINGO,
HURTO,POR DESCUIDO,2021-02-17,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,LIMON,TALAMANCA,
